192.168.1.121:49247-95.46.8.65:443,Cobalt,19,1263.696122,4539,283.6875,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49280-95.46.8.65:443,Cobalt,20,1184.800982,4593,270.1764705882353,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49161-95.46.8.65:443,Cobalt,20,1264.657474,4593,270.1764705882353,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49288-95.46.8.65:443,Cobalt,19,1221.165027,4539,283.6875,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49182-95.46.8.65:443,Cobalt,19,1335.647753,4539,283.6875,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49239-95.46.8.65:443,Cobalt,19,1283.195257,4527,282.9375,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49325-95.46.8.65:443,Cobalt,20,1304.223208,4593,270.1764705882353,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49391-95.46.8.65:443,Cobalt,15,1.020063,4242,353.5,4744,593.0,49191,0,8,11,771
192.168.1.121:49263-95.46.8.65:443,Cobalt,19,1318.015923,4527,282.9375,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49218-95.46.8.65:443,Cobalt,19,1270.605958,4539,283.6875,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49336-95.46.8.65:443,Cobalt,18,1273.381692,4473,298.2,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49229-95.46.8.65:443,Cobalt,18,1226.603119,4473,298.2,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49352-95.46.8.65:443,Cobalt,20,1211.230379,4593,270.1764705882353,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49304-95.46.8.65:443,Cobalt,18,1166.980031,4473,298.2,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49321-95.46.8.65:443,Cobalt,19,1313.286783,4539,283.6875,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49375-95.46.8.65:443,Cobalt,20,1279.75798,4593,270.1764705882353,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49372-95.46.8.65:443,Cobalt,20,1290.314117,4593,270.1764705882353,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49395-95.46.8.65:443,Cobalt,16,1.229034,4296,330.46153846153845,4744,593.0,49191,0,8,11,771
192.168.1.121:49284-95.46.8.65:443,Cobalt,19,1179.406574,4527,282.9375,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49356-95.46.8.65:443,Cobalt,18,1227.815716,4473,298.2,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49243-95.46.8.65:443,Cobalt,19,1235.955335,4539,283.6875,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49308-95.46.8.65:443,Cobalt,20,1183.528351,4593,270.1764705882353,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49179-95.46.8.65:443,Cobalt,18,1334.357451,4473,298.2,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49259-95.46.8.65:443,Cobalt,20,1281.611551,4593,270.1764705882353,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49198-95.46.8.65:443,Cobalt,19,909.766824,4539,283.6875,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49267-95.46.8.65:443,Cobalt,19,1313.416769,4527,282.9375,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49233-95.46.8.65:443,Cobalt,18,1252.68037,4473,298.2,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49213-95.46.8.65:443,Cobalt,18,1002.442373,4473,298.2,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49300-95.46.8.65:443,Cobalt,20,1151.624844,4593,270.1764705882353,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49164-95.46.8.65:443,Cobalt,20,1305.857642,4593,270.1764705882353,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49299-95.46.8.65:443,Cobalt,19,1173.166691,4527,282.9375,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49268-95.46.8.65:443,Cobalt,18,1307.428539,4473,298.2,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49234-95.46.8.65:443,Cobalt,20,1264.845774,4593,270.1764705882353,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49212-95.46.8.65:443,Cobalt,20,951.197164,4593,270.1764705882353,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49260-95.46.8.65:443,Cobalt,19,1323.161293,4539,283.6875,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49197-95.46.8.65:443,Cobalt,19,924.928395,4527,282.9375,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49307-95.46.8.65:443,Cobalt,19,1181.196981,4539,283.6875,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49180-95.46.8.65:443,Cobalt,19,1317.084197,4527,282.9375,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49244-95.46.8.65:443,Cobalt,19,1267.310048,4539,283.6875,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49355-95.46.8.65:443,Cobalt,19,1219.400777,4539,283.6875,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49283-95.46.8.65:443,Cobalt,19,1179.954394,4539,283.6875,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49396-95.46.8.65:443,Cobalt,16,2.271016,4296,330.46153846153845,4744,593.0,49191,0,8,11,771
192.168.1.121:49371-95.46.8.65:443,Cobalt,19,1278.729022,4527,282.9375,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49376-95.46.8.65:443,Cobalt,19,1290.122726,4539,283.6875,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49303-95.46.8.65:443,Cobalt,19,1146.568961,4527,282.9375,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49322-95.46.8.65:443,Cobalt,19,1318.314171,4539,283.6875,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49351-95.46.8.65:443,Cobalt,20,1195.967783,4593,270.1764705882353,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49230-95.46.8.65:443,Cobalt,20,1222.264431,4593,270.1764705882353,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49335-95.46.8.65:443,Cobalt,18,1286.210665,4473,298.2,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49264-95.46.8.65:443,Cobalt,20,1298.113151,4593,270.1764705882353,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49219-95.46.8.65:443,Cobalt,19,1262.4442,4539,283.6875,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49392-95.46.8.65:443,Cobalt,16,2.24063,4296,330.46153846153845,4744,593.0,49191,0,8,11,771
192.168.1.121:49326-95.46.8.65:443,Cobalt,19,1319.466115,4539,283.6875,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49181-95.46.8.65:443,Cobalt,20,1312.395426,4593,270.1764705882353,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49240-95.46.8.65:443,Cobalt,19,1262.905693,4527,282.9375,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49162-95.46.8.65:443,Cobalt,19,1274.483347,4527,282.9375,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49287-95.46.8.65:443,Cobalt,18,1201.156703,4473,298.2,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49279-95.46.8.65:443,Cobalt,20,1200.864951,4593,270.1764705882353,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49194-95.46.8.65:443,Cobalt,18,978.616482,4473,298.2,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49248-95.46.8.65:443,Cobalt,18,1273.12106,4473,298.2,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49366-95.46.8.65:443,Cobalt,20,1253.539796,4593,270.1764705882353,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49253-95.46.8.65:443,Cobalt,20,1284.144761,4593,270.1764705882353,4808,534.2222222222222,49191,0,8,11,771
192.168.1.121:49401-95.46.8.65:443,Cobalt,15,2.75315,4242,353.5,4744,593.0,49191,0,8,11,771
192.168.1.121:49405-95.46.8.65:443,Cobalt,16,3.452795,4296,330.46153846153845,4744,593.0,49191,0,8,11,771
192.168.1.121:49294-95.46.8.65:443,Cobalt,19,1174.097287,4527,282.9375,4808,534.2222222222222,49191,0,8,11,771
